Year,Month,Day,Period,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1
2020,6,5,14,79.4,79.4,49.8,51.2,48.5,49.9,47.6,49.2,48,49.2,49.4,51,20.5,20.5,20.5,21,20.4,20.6,21.1,6.4,6.4,6.7,6.4,6.7,6.5,6.8,8.3,8.4,7.6,3.5,9
2020,6,5,15,67.4,67.3,42.9,44.1,42.3,43,41.3,42.3,41.7,42.3,41.9,43.6,17.4,17.4,17.4,17.9,17.5,17.5,18.1,5.5,5.5,5.7,5.5,5.6,5.6,5.8,7.2,7.2,6.5,3,7.2
2020,6,5,16,49.6,49.6,31,31.7,30.7,31,30,30.9,30.1,30.9,30.6,31.9,12.7,12.7,12.7,13.2,12.7,12.6,13.3,3.9,3.9,4.3,3.9,4.1,3.9,4.4,5.3,5.3,4.7,2.2,5.5
2020,6,5,17,27,26.9,17,17.2,16.5,17.3,16.2,16.6,16.5,16.6,16.6,17.9,6.7,6.7,6.7,7.1,7.1,7,7.4,2,2,2.3,2,2.2,2,2.4,2.9,2.8,2.6,1.2,2.9
2020,6,5,18,2.5,2.5,1.2,1.6,1.4,1.4,1.2,1.4,1.3,1.5,1.4,1.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1
2020,6,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,6,1.3,1.3,0.9,0.7,0.7,0.9,0.8,0.8,0.9,0.8,0.8,0.2,0.4,0.4,0.4,0.2,0.1,0.3,0.1,0.2,0.2,0,0.2,0.2,0.2,0,0.1,0.1,0.1,0.1,0.2
2020,6,6,7,21.3,21.4,12.5,12.6,12.4,12.5,12.4,12.2,13.6,12.2,12.3,11.6,5.1,5.2,5.2,5.2,5,5.1,5.1,2,2,1.8,1.9,1.9,2.1,1.8,2.2,2.2,1.9,0.9,2.9
2020,6,6,8,40.2,40.3,26.7,26.3,26.1,26.8,26.2,25.2,26.4,25.2,25.3,25.6,10.7,10.7,10.7,11,10.5,10.6,10.9,3.9,3.9,3.6,3.8,3.6,3.9,3.6,4.6,4.5,4.1,1.9,5.2
2020,6,6,9,57.5,57.6,39.2,39.7,38.4,39.3,37.7,37,38.1,37.1,36.3,37,15.3,15.3,15.3,15.6,15,15.2,15.5,5.2,5.2,5.1,5.2,5.1,5.2,5.1,6.6,6.5,6,2.7,7.1
2020,6,6,10,69,69.1,46.8,46.7,46.6,46.9,45.7,43.9,46.2,43.9,45.4,46.2,18.3,18.4,18.4,18.6,18.7,18.9,19.2,6.5,6.5,6.3,6.4,6.3,6.5,6.3,8,8,7.3,3.3,8.8
2020,6,6,11,78.9,79,50.9,52.4,51.8,51,50.3,48.3,50.9,48.4,47.7,48.6,20.4,20.4,20.4,20.8,20.8,19.9,21.5,7.2,7.2,7,7.2,7,7.2,7,8.8,8.9,7.9,3.7,9.6
2020,6,6,12,85.2,85.2,54.3,55.4,53.9,54.3,52.6,52.1,53.2,52.1,51.6,52.8,20.8,20.8,20.8,21.2,21.6,21.5,22.3,7.3,7.3,7.3,7.3,7.2,7.4,7.3,8.9,9.1,8.2,3.8,10.1
2020,6,6,13,83.1,83.1,53.2,54.1,51.7,53.2,50.7,51.6,51.2,51.6,50.6,52.1,21,21,21,21.3,21.4,21.1,22.1,7.1,7.1,7.1,7,7.1,7.1,7.1,8.8,8.9,8.1,3.7,9.8
2020,6,6,14,76.5,76.4,48.5,49.5,47.1,48.5,46.5,48.4,47,48.4,47.3,48.8,19.8,19.7,19.8,20.2,20,19.7,20.7,6.3,6.3,6.6,6.3,6.5,6.4,6.6,8.3,8.4,7.5,3.5,8.9
2020,6,6,15,65.4,65.4,41.9,43.2,40.5,42,40.1,41.7,40.5,41.7,41.2,42.8,17.3,17.3,17.3,17.8,17.2,17.2,17.8,5.4,5.4,5.7,5.3,5.6,5.4,5.7,7.1,7.1,6.4,2.9,7.6
2020,6,6,16,48.1,48,30.8,30.8,30.1,30.9,29.4,30.9,29.7,30.9,30.5,32.1,12.4,12.4,12.4,12.9,12.8,12.7,13.4,3.9,3.9,4.2,3.9,4,3.9,4.2,5.1,5.1,4.6,2.1,5.5
2020,6,6,17,26.9,26.8,16.9,17,16.6,17.1,16,16.9,16.1,17,16.8,17.9,6.7,6.6,6.7,7.1,7.1,7,7.3,2,2,2.2,2,2.1,2,2.3,2.8,2.8,2.5,1.1,2.8
2020,6,6,18,2.7,2.7,1.3,1.6,1.5,1.5,1.3,1.5,1.3,1.5,1.4,1.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1
2020,6,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,6,1.3,1.3,0.9,0.7,0.7,0.9,0.8,0.8,0.8,0.8,0.7,0.2,0.3,0.4,0.4,0.1,0.1,0.1,0.1,0.2,0.2,0,0.2,0.2,0.2,0,0.1,0.1,0.1,0.1,0.2
2020,6,7,7,21.3,21.4,12.7,12.2,12.3,12.7,12.3,12.2,12.3,12.2,12.1,11.8,5.1,5.1,5.1,5.1,5,5,5.1,2,2,1.8,2,1.9,2.2,1.8,2.2,2.2,2,0.9,2.8
2020,6,7,8,40.4,40.5,26.5,25.8,26.1,26.7,25.2,25,25.1,25.1,25.3,25.7,10.7,10.8,10.8,10.9,10.8,10.5,11.2,4,4,3.9,4,3.9,4,3.9,4.7,4.7,4.2,1.9,5.2
2020,6,7,9,57.8,57.9,40.1,38.1,38.6,40.4,37.5,36.7,37.4,36.7,37.4,38.1,15.3,15.3,15.4,15.5,15.4,15.6,15.9,5.6,5.6,5.5,5.6,5.5,5.6,5.5,6.9,6.8,6.1,2.8,7.2
2020,6,7,10,69.8,69.9,49.5,47,47.7,49.7,46.3,44.7,46.3,44.7,45.4,46.3,18.6,18.6,18.6,18.7,18.3,18.9,18.9,6.7,6.7,6.6,6.6,6.6,6.7,6.7,8.3,8.2,7.3,3.4,8.7
2020,6,7,11,81.4,81.4,54.3,52.2,53.1,54.6,51.9,51,51.9,51,50.6,51.6,20.8,20.8,20.8,20.9,20.8,20.9,21.4,7.2,7.2,7.2,7.2,7.2,7.3,7.2,9,9,8.1,3.7,9.7
2020,6,7,12,84.4,84.4,55.7,54.2,55,56,54.1,54,54.1,54,53.5,54.8,21.8,21.8,21.8,21.9,22,22.1,22.7,7.1,7.1,7.3,7.1,7.3,7.2,7.4,9.3,9.3,8.5,3.8,10.1
2020,6,7,13,85.3,85.3,55.2,53.6,53.9,55.5,52.2,53.4,52.3,53.4,52.7,54.3,21.8,21.8,21.8,21.8,22,21.9,22.8,7,7,7.2,7,7.2,7,7.3,9.3,9.2,8.3,3.8,9.7
2020,6,7,14,78,78,50.4,49.4,49.3,50.8,48.6,49.5,48.7,49.5,48.6,50.2,20.1,20.1,20.1,20.3,20,20.1,20.7,6.4,6.4,6.6,6.4,6.5,6.4,6.6,8.6,8.6,7.7,3.5,8.9
2020,6,7,15,65,64.9,41.2,41.7,41,41.5,40.3,41.7,40.4,41.7,41,42.6,16.8,16.8,16.8,17.1,17.1,17,17.7,5.5,5.5,5.6,5.4,5.5,5.5,5.6,7.3,7.3,6.4,3,7.5
2020,6,7,16,49.9,49.9,31.1,30.6,31.7,31.4,30.8,31.6,30.7,31.6,31.1,32.7,12.6,12.6,12.6,12.9,13.1,12.9,13.6,3.9,3.9,4.2,3.9,4.1,3.9,4.3,5.4,5.4,4.8,2.2,5.5
2020,6,7,17,27.2,27.1,17.5,17.1,17.5,17.8,17.1,17.5,17,17.5,17.3,18.4,6.8,6.8,6.8,7.1,7.3,7.1,7.5,2,2,2.3,2,2.2,2,2.3,2.9,2.9,2.6,1.2,2.9
2020,6,7,18,2.9,2.9,1.4,1.8,1.7,1.6,1.5,1.6,1.5,1.6,1.6,1.6,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1
2020,6,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,6,1.3,1.3,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.4,0.4,0.4,0.1,0.1,0.2,0.1,0.2,0.2,0,0.2,0.2,0.2,0,0.2,0.2,0.1,0.1,0.2
2020,6,8,7,22.1,22.2,13,13.6,13.8,12.9,12.7,12.7,12.7,12.7,12.8,12.4,5.4,5.4,5.4,5.3,5.2,5.3,5.4,2,2,1.8,2,1.9,2.1,1.9,2.4,2.3,2,0.9,2.8
2020,6,8,8,41.9,42,27.6,26.7,26.5,27.4,27.1,26.9,27,26.9,27.2,27.7,11.3,11.3,11.3,11.4,11.3,11.4,11.8,3.9,3.9,3.9,3.9,3.9,3.9,4,4.7,4.8,4.2,2,5.3
2020,6,8,9,60.2,60.3,40,39.2,39.2,39.8,39.7,39.8,39.6,39.8,39.6,40.2,16.5,16.5,16.5,16.6,16.4,16.5,17,5.5,5.5,5.5,5.5,5.5,5.6,5.6,6.9,6.9,6.1,2.8,7.2
2020,6,8,10,71.9,72,48.9,47.7,47.7,48.6,47.7,48.1,47.7,48.2,47.6,48.4,19.9,19.9,19.9,19.8,20,19.9,20.7,6.6,6.6,6.6,6.6,6.7,6.7,6.7,8,8,7.3,3.3,8.3
2020,6,8,11,79.5,79.5,54.3,52.7,52.2,54,53.1,54.2,53.2,54.2,52.7,53.7,22,22,22,22.1,22.1,21.9,22.9,7.3,7.3,7.1,7.2,7.2,7.3,7.3,8.9,9,8.1,3.7,9.5
2020,6,8,12,82.3,82.4,56.3,54.6,54.8,56,55.3,56.4,55.3,56.4,56.2,57.4,23.1,23.1,23.1,23.1,23.3,23.3,24.2,7.5,7.5,6.8,7.4,6.9,7.5,7,9.2,9.3,8.2,3.8,10
2020,6,8,13,81.4,81.4,54.3,52.9,53.2,54.2,53.8,55.4,53.9,55.4,55.1,56.7,22.7,22.7,22.7,22.6,22.7,23,23.7,7.3,7.3,6.7,7.2,6.7,7.3,6.8,8.9,9.2,8,3.8,9.6
2020,6,8,14,79.9,79.9,49.2,48.7,48.4,49.4,49,50.6,49.1,50.6,50.2,51.9,21,21,21,21,21.1,20.8,22,6.6,6.6,6.6,6.6,6.6,6.6,6.8,8.3,8.6,7.2,3.5,8.8
2020,6,8,15,66.7,66.7,43.5,42.2,42.5,43.3,41.8,42.5,41.8,42.5,42,43.7,17.5,17.5,17.5,17.7,17.4,17.5,18.1,5.4,5.4,5.7,5.4,5.6,5.4,5.8,6.9,7.3,6.1,3,7.5
2020,6,8,16,50.8,50.7,32,31.8,31.6,32,31.2,32.1,31.2,32.1,31.8,33.4,13.1,13,13,13.3,13.2,13.2,13.8,4,4,4.2,4,4.1,4,4.4,5.3,5.2,4.7,2.2,5.4
2020,6,8,17,28.4,28.3,17.5,17.8,17.6,17.6,17.3,17.7,17.2,17.8,17.5,18.6,7.1,7.1,7.1,7.3,7.4,7.3,7.7,2.1,2.1,2.3,2.1,2.2,2.1,2.4,2.9,2.9,2.6,1.2,2.8
2020,6,8,18,3.2,3.2,1.5,1.9,1.7,1.6,1.6,1.7,1.5,1.7,1.7,1.7,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1
2020,6,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,6,1.4,1.4,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.4,0.4,0.4,0.2,0.1,0.2,0.1,0.2,0.2,0,0.2,0.2,0.2,0,0.2,0.2,0.1,0.1,0.2
2020,6,9,7,22.2,22.3,13.8,13.3,13.3,13.6,13.5,12.9,13.7,12.9,12.9,12.3,5.4,5.4,5.4,5.3,5.2,5.4,5.3,2,2,1.8,1.8,2.1,2,1.8,1.2,1.2,2,0.5,2.8
2020,6,9,8,42.7,42.8,26,25.8,25.5,25.9,26,26.5,26.4,26.5,26.5,26.7,11.2,11.2,11.2,11.3,11.3,11.1,11.5,2.9,2.9,3.6,2.7,3.6,3.5,3.2,4,4.4,2.5,1.8,5.2
2020,6,9,9,59.9,60.1,37.1,37.1,36.8,36.3,37.4,38.9,37.6,38.9,38.6,39.2,16,16,16,15.5,16.3,16.2,16.4,4.2,4.2,3.7,3,4.8,3.7,4,5.3,5.3,5.2,2.2,7.3
2020,6,9,10,73.5,74.5,46.9,44,44.2,44.3,44.5,47.1,45.2,47.1,46.9,47.7,18.6,18.6,18.7,16,19.6,19.6,19.8,2.6,2.6,4.8,2.7,4.4,5.2,4.2,6.5,6.6,5.8,2.7,8.4
2020,6,9,11,77.7,78,51.5,48.6,48.1,50.2,50.2,49.8,50.2,49.8,48.5,47.8,19.1,19.1,19.1,20.2,20.4,17.8,18.2,7.1,7.1,4.8,5.1,6.1,7,2.8,6.1,6.6,1.2,2.7,9.1
2020,6,9,12,79.9,79.9,51.6,51.6,52.9,51.5,52.5,44.5,51.5,44.5,43.2,32.2,22.1,22.1,22.1,22.2,20.6,18.5,16.8,7.2,7.2,6.6,7.5,7.3,7.6,5.5,5.2,7.1,5.5,2.9,9.5
2020,6,9,13,83.5,83.4,50.9,51.4,51,49.4,51,45.9,45.9,45.9,46.3,40.1,20.2,20.2,20.2,21.6,20.4,19.7,11.2,7.2,7.2,7.1,7.2,7.2,7.2,6.4,8.1,6.4,5.8,2.6,6.3
2020,6,9,14,73.7,73.6,42.3,42.7,40.7,31.1,44.8,44.9,43.6,45,44.9,37.5,19.1,19.1,19.1,20.1,19.3,19.7,12.3,6.6,6.6,6.5,6.4,6.7,6.5,6.6,7.5,7.4,6.1,3.1,6.4
2020,6,9,15,53.4,53.4,31.4,31.8,31.9,33.8,37.5,41.5,37.4,41.6,41.3,40.9,15,15,15,17.2,16.8,17.3,16.6,5.5,5.5,5.7,5.5,5.7,5.5,4.6,7.1,6.9,5.4,2.8,5.5
2020,6,9,16,27.6,27.6,31.6,19.6,16.1,30,28.4,21.1,5.9,21.1,21,24.1,13.1,13.1,13.1,13.3,10.7,12.5,8.3,3.1,3.1,1.6,3,2.5,3.1,3.5,4.6,4.7,4.3,1.9,5.3
2020,6,9,17,21.7,21.7,17.5,15.1,16.9,17.1,15.7,17.6,14,17.6,17.6,16.8,7.1,7,7.1,6.9,7.4,7.3,7.2,1.5,1.5,1.5,1.5,2.1,1.8,2.2,2.6,2.5,2.4,1,2.8
2020,6,9,18,2.9,2.8,1.5,1.7,1.6,1.5,1.6,1.7,1.6,1.8,1.7,1.8,0.2,0.2,0.2,0.5,0.6,0.7,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
2020,6,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,6,1.5,1.6,0.8,0.4,0.8,1.1,1,0.8,1,0.9,0.9,0.2,0.4,0.4,0.4,0.2,0.1,0.3,0.1,0.3,0.3,0,0.3,0.2,0.3,0,0,0.2,0.2,0.1,0.6
2020,6,10,7,21.1,21.2,12.7,11.1,11.8,13.3,13.5,12.7,13.7,12.8,12.9,12.2,5.4,5.5,5.5,5.4,5.3,5.4,5.3,2.1,2.1,1.7,2,1.9,2.1,1.8,2.3,2.4,2.1,1,0
2020,6,10,8,41.2,41.3,27.2,24.5,25.2,26.4,26,27.3,26.6,27.3,27.4,27.5,11,11.1,11.1,11.1,11,11.3,11.5,3.9,3.9,3.6,3.8,3.8,3.9,3.9,4.6,4.6,4,1.9,0.6
2020,6,10,9,60.9,61,39.8,36.8,37.9,38.2,37.9,38.6,38.3,38.6,37.2,37.5,15.4,15.4,15.4,15.7,16.1,15.7,16.7,5.6,5.6,5.4,5.5,5.5,5.5,5.6,6.6,6.8,5.8,2.8,0.4
2020,6,10,10,73,73.1,48.8,46,47,47.1,47.3,47.8,47.5,47.9,46.8,46.9,19.6,19.6,19.6,19.7,19.7,19.5,20.2,6.4,6.4,6.4,6.4,6.6,6.5,6.7,7.9,8.3,6.7,3.4,6.9
2020,6,10,11,83.2,83.2,54.6,51.7,52.4,53.4,52.7,54.3,53.1,54.3,53,53.2,22.2,22.2,22.2,22.1,22.1,22.1,22.6,6.7,6.7,6.6,6.8,7.1,6.9,7.3,8.3,9.2,7.6,3.8,8.8
2020,6,10,12,88.7,88.7,57,52.4,54.7,55.7,54.9,56.5,55.3,56.5,55.8,55.7,22.8,22.8,22.8,22.4,23,23.1,23.4,7.3,7.3,5.5,7.4,6.5,6.7,7,8.2,9.4,7.9,3.9,9.4
2020,6,10,13,87.5,87.5,55.8,52,53.6,54.4,53.8,55.9,54.4,55.9,55.7,56.5,23,23,23,16.8,22.9,22.7,22.7,7,7,5.6,7,6.6,7.2,3.4,8,9.4,7.7,3.9,9.9
2020,6,10,14,80.7,80.7,51.1,48.4,49.8,50,49.7,51.9,50.2,51.9,51.4,50.1,21.2,21.2,21.2,20.9,21.2,21.2,20.4,6.1,6.1,6.6,5.9,2.7,6.3,6,7.7,8.6,6.8,3.5,2.9
2020,6,10,15,68.7,68.6,43.4,42.2,42.3,42.8,42.6,43.6,43.1,43.7,43.5,44.1,17.5,17.5,17.5,17.7,17.8,18.1,18.3,5,5,5.7,5.4,5.1,4.6,5.7,6.3,7.2,5.4,3,5.2
2020,6,10,16,46.6,46.6,31.6,25.2,29.6,31,30.9,32.1,30.5,32.1,31.5,32.4,12.1,12,12,10.8,13.5,13.3,13.7,4.1,4.1,2.9,4,3.5,3.8,4.1,4.8,5.3,3.8,2.2,5.5
2020,6,10,17,28.3,28.3,17.2,17.1,16.3,16.9,16.7,17.7,16.5,17.8,17.5,17.4,7.1,7.1,7.1,7.5,7.5,7.4,7.8,2.1,2.1,2.2,2.1,2.2,2.1,2.1,2.7,2.8,2.1,1.2,2.5
2020,6,10,18,3.4,3.4,1.4,1.9,1.7,1.5,1.6,1.9,1.7,1.9,1.9,1.8,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
2020,6,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
