unit,load_min,load_2,load_3,load_4,load_max,load_total,min_gen_perc,heat_rate(load_min),heat_rate(load_2),heat_rate(load_3),heat_rate(load_4),heat_rate(load_max),a4,a3,a2,a1,a0,unit_type,fuel_type,group_type,source
55419_600,233.046,270.1215,307.197,344.2725,381.348,2388734.019,0.611111111,6.525284123,6.452226917,6.374661259,6.276608755,6.310076409,3.70435E-09,-4.32944E-06,0.001879947,-0.361555133,32.55400105,Combined cycle,Natural Gas,Combined cycle (Natural Gas),Fit
55419_700,76.077,142.76475,209.4525,276.14025,342.828,1724134.977,0.221910112,11.88821103,6.592796682,6.224731396,6.471300362,6.307709995,6.92669E-09,-7.303E-06,0.002803936,-0.462258816,33.81067575,Combined cycle,Natural Gas,Combined cycle (Natural Gas),Fit
55419_800,103.041,162.747,222.453,282.159,341.865,1959193.647,0.301408451,8.181765594,6.856773637,6.414967948,6.262118673,6.247303134,1.45352E-09,-1.58511E-06,0.000661617,-0.126980531,15.8115863,Combined cycle,Natural Gas,Combined cycle (Natural Gas),Fit
55433_CTG-1,47.187,55.61325,64.0395,72.46575,80.892,25922.034,0.583333333,14.29596729,13.33075033,12.6977186,12.2066599,11.88021183,1.75924E-06,-0.000473984,0.048647583,-2.312381743,56.16920801,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55433_CTG-2,48.15,56.57625,65.0025,73.42875,81.855,19869.579,0.588235294,14.13679961,13.23373824,12.68250973,12.14688892,11.75960364,3.87597E-06,-0.001036137,0.103625642,-4.658537136,93.02971,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55433_CTG-3,48.15,56.3355,64.521,72.7065,80.892,22675.761,0.595238095,14.08621957,13.24216965,12.63740907,12.22414174,11.84346645,-1.0312E-06,0.000234729,-0.01817979,0.462283307,13.31518597,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55433_CTG-4,48.15,55.854,63.558,71.262,78.966,17516.97,0.609756098,14.32187778,13.42157624,12.83616438,12.38704238,11.826386,-8.1881E-07,0.000130451,-0.003830866,-0.315570225,28.23675888,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55438_CT01,80.892,90.0405,99.189,108.3375,117.486,28620.36,0.68852459,13.19813987,13.0753558,12.79285909,12.59951717,11.35136492,-8.28492E-06,0.003189672,-0.458850345,29.20349737,-680.2475991,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55438_CT02,80.892,90.0405,99.189,108.3375,117.486,26462.277,0.68852459,11.90118356,11.61552806,11.41225812,11.17370468,10.99985383,1.29467E-06,-0.000515592,0.07667871,-5.071169659,137.8472795,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55438_CT03,79.929,88.596,97.263,105.93,114.597,22003.587,0.697478992,12.03712778,11.66068171,11.52883467,11.30983577,11.15046806,3.53367E-06,-0.001398458,0.20663604,-13.53147933,343.3503456,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55438_CT04,79.929,88.83675,97.7445,106.65225,115.56,24429.384,0.691666667,11.99765269,11.6874466,11.5148263,11.31854218,11.04385505,7.0487E-07,-0.000301054,0.047668078,-3.341452244,99.50249234,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55439_CTGDB1,145.413,186.09975,226.7865,267.47325,308.16,1526495.598,0.471875,7.897210555,7.503443878,7.316552535,7.537450971,7.674388497,-1.05317E-08,9.19399E-06,-0.002864595,0.373091428,-9.343817585,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55439_CTGDB2,144.45,182.007,219.564,257.121,294.678,1239868.278,0.490196078,7.834943395,7.502623918,7.248367427,7.509600483,7.497734779,-2.56756E-08,2.19974E-05,-0.006843869,0.911923204,-36.21235183,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55439_CTGDB3,146.376,185.61825,224.8605,264.10275,303.345,1662850.62,0.482539683,7.982564358,7.572622068,7.367284322,7.610340141,7.650189323,-1.5732E-08,1.35877E-05,-0.004223511,0.55513373,-18.17521633,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55440_CTGDB1,152.154,190.674,229.194,267.714,306.234,1359161.829,0.496855346,8.102626565,7.820342857,7.562031274,7.68556039,8.048853246,-9.46164E-09,8.98883E-06,-0.003055734,0.437603901,-14.32975772,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55440_CTGDB2,155.043,192.1185,229.194,266.2695,303.345,1289113.209,0.511111111,8.057246054,7.861806807,7.650049199,7.740817125,7.918747789,-1.17801E-08,1.09689E-05,-0.003702962,0.534245629,-19.83471145,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55440_CTGDB3,151.191,188.748,226.305,263.862,301.419,1240418.151,0.501597444,8.171068057,7.83339582,7.579685431,7.561799538,7.776010464,-3.25843E-09,3.18262E-06,-0.001071275,0.143002368,1.741740486,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55447_CT01,32.742,35.1495,37.557,39.9645,42.372,1981.854,0.772727273,11.99174807,11.60285087,11.43245305,11.7264126,11.23131998,-0.001859528,0.27333606,-15.00871137,364.8157027,-3300.076527,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55447_CT02,26.42378049,30.04761324,33.67144599,37.29527875,40.9191115,,0.645756458,12.4978889,11.91508171,11.41275018,11.1264967,10.86228467,,,,,,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Generic
55447_CT03,32.742,35.39025,38.0385,40.68675,43.335,3028.635,0.755555556,13.44615289,12.73240917,12.30597851,11.93150092,12.48937791,0.000945201,-0.140921916,7.872625555,-195.4773683,1834.175868,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55447_CT04,33.705,36.35325,39.0015,41.64975,44.298,3398.427,0.760869565,12.03722995,11.48336255,11.07903475,11.18154556,11.36204346,-0.000665976,0.1035752,-5.999795219,153.3356472,-1446.603782,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55451_CTG-1,179.118,215.712,252.306,288.9,325.494,1575799.272,0.550295858,7.84480464,7.628975375,7.625243455,7.9056209,7.807550159,-1.7068E-08,1.62212E-05,-0.005630041,0.844815906,-38.49617975,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55451_CTG-2,179.118,214.749,250.38,286.011,321.642,1607503.158,0.556886228,7.874954917,7.66225429,7.661220814,7.954012452,7.786887616,-2.16088E-08,2.04045E-05,-0.007055504,1.05802021,-50.28738026,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55451_CTG-3,179.118,214.749,250.38,286.011,321.642,1594033.677,0.556886228,7.772489192,7.603061652,7.583733179,7.873618967,7.767730666,-2.23379E-08,2.13663E-05,-0.007496713,1.143260926,-56.27919415,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55453_1,13.482,19.7415,26.001,32.2605,38.52,49938.291,0.35,14.15415388,12.08915227,11.18509734,10.67202211,10.34745414,1.54025E-05,-0.001932341,0.092636825,-2.08144729,29.60457534,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55453_2,14.445,20.7045,26.964,33.2235,39.483,41338.701,0.365853659,13.37106818,11.51610043,10.72027003,10.25122759,9.985288786,1.65199E-05,-0.002072639,0.099117207,-2.20950207,30.13354725,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55453_3,14.445,20.7045,26.964,33.2235,39.483,53144.118,0.365853659,13.29238336,11.69181464,10.8310272,10.35219895,10.04104867,3.89588E-06,-0.000614584,0.03744139,-1.083520404,22.81416714,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55453_4,14.445,20.7045,26.964,33.2235,39.483,39126.69,0.365853659,13.47483708,11.63314808,10.8064357,10.31709183,10.00961354,1.41706E-05,-0.00181146,0.088465584,-2.024922927,29.1086908,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55453_5,14.445,20.46375,26.4825,32.50125,38.52,42424.002,0.375,13.52114257,11.71797619,10.92495263,10.39402799,10.12772758,2.38317E-05,-0.002809431,0.12567445,-2.615537321,32.50981751,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55453_6,14.445,20.7045,26.964,33.2235,39.483,43275.294,0.365853659,13.40260551,11.59178771,10.81019422,10.35906839,10.11448139,1.56016E-05,-0.001962255,0.094277243,-2.115117961,29.51888265,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55455_CC1A,130.005,160.09875,190.1925,220.28625,250.38,1178109.162,0.519230769,8.050543943,7.56966988,7.366249152,7.270891529,7.276489681,8.24435E-09,-6.81172E-06,0.002149465,-0.309774574,24.60608663,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55455_CC1B,99.189,136.50525,173.8215,211.13775,248.454,1139176.035,0.399224806,9.714563792,7.888754745,7.45859193,7.298070458,7.314719844,2.22086E-08,-1.73954E-05,0.005110932,-0.671765332,40.88853191,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55455_CC2A,35.631,87.1515,138.672,190.1925,241.713,1048703.148,0.147410359,13.32924114,9.284902475,7.863315577,7.404354936,7.36236446,6.59078E-09,-4.99995E-06,0.001483455,-0.207965026,19.07145058,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55455_CC2B,36.594,86.91075,137.2275,187.54425,237.861,1051769.34,0.153846154,13.79799885,9.583702291,8.060505605,7.532844065,7.490344997,7.70419E-09,-5.67193E-06,0.001641655,-0.226491581,20.15198776,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55457_CT1,104.4378496,122.7106676,140.9834855,159.2563034,177.5291214,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55457_CT2,103.9077083,122.0877708,140.2678333,158.4478958,176.6279583,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55463_CT-01,168.525,209.934,251.343,292.752,334.161,1800274.572,0.504322767,7.904710095,7.681061318,7.527308621,7.765782864,7.630513609,-1.54226E-08,1.49848E-05,-0.005312378,0.81198483,-37.34074232,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55463_CT-02,170.451,211.13775,251.8245,292.51125,333.198,1877925.114,0.511560694,7.977922356,7.708702664,7.638227704,7.863987807,7.775972256,-1.07573E-08,1.02017E-05,-0.003506745,0.515446036,-19.43758694,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55463_CT-03,156.969,200.7855,244.602,288.4185,332.235,1921753.17,0.472463768,8.053829514,7.768235937,7.568068602,7.758568914,7.751219474,-1.01032E-08,9.60442E-06,-0.003299792,0.482221536,-17.34804364,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55463_CT-04,158.895,202.47075,246.0465,289.62225,333.198,1966574.079,0.476878613,8.119835433,7.77706609,7.609476165,7.802347166,7.737262563,-9.28757E-09,8.70448E-06,-0.002939011,0.419875096,-13.39281491,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55464_CTG1,164.673,187.54425,210.4155,233.28675,256.158,1194179.706,0.642857143,11.97519812,10.30789769,9.652188345,9.480058085,9.557160191,4.47179E-08,-4.29476E-05,0.015670099,-2.571698454,169.4333778,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55464_CTG2,116.523,148.54275,180.5625,212.58225,244.602,1384669.773,0.476377953,11.70138975,11.73088158,10.07277326,9.212915359,8.942696734,-1.06804E-07,8.29201E-05,-0.023525231,2.854983874,-113.0521035,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55464_CTG3,143.6683109,168.80503,193.9417491,219.0784682,244.2151873,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55464_CTG4,116.523,151.6725,186.822,221.9715,257.121,1165438.008,0.453183521,11.39204145,11.18061216,9.712208199,9.182096253,9.040778656,-7.49234E-08,5.91475E-05,-0.016987789,2.076044954,-79.62655944,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55464_CTG5,128.8243526,151.3639199,173.9034872,196.4430545,218.9826218,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55467_CTGEN1,166.599,192.35925,218.1195,243.87975,269.64,1304137.935,0.617857143,7.278009676,7.098895743,6.981780354,7.001711917,6.733583725,-4.73253E-08,3.95838E-05,-0.012257982,1.661362434,-75.85809405,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55467_CTGEN2,180.081,201.7485,223.416,245.0835,266.751,1660468.158,0.675090253,7.219729417,7.120798171,6.997827399,7.038768312,6.843915914,-1.1109E-07,9.75429E-05,-0.031880897,4.593265186,-238.8790859,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55467_CTGEN3,166.599,192.1185,217.638,243.1575,268.677,1469110.428,0.620071685,7.807213605,6.840304342,7.156016802,7.077822518,6.852316978,1.88933E-07,-0.000171646,0.057950202,-8.614939159,482.7706525,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55470_EPN802,96.4857291,113.3672157,130.2487023,147.130189,164.0116756,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55477_CT2,19.26,24.075,28.89,33.705,38.52,6319.206,0.5,10.92171401,10.62479834,9.989975648,9.403012884,9.220649717,-2.25014E-06,0.000814308,-0.058223475,1.40251312,-0.000988042,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55478_CT1,13.482,19.50075,25.5195,31.53825,37.557,11578.149,0.358974359,14.94412659,11.78516872,10.83368071,10.2486701,9.707437649,4.8208E-05,-0.005747958,0.254995645,-5.087185006,49.67337279,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55479_001,74,77.93125,81.8625,85.79375,89.725,735440.675,0.824742268,12.16693304,12.31942321,12.13253567,12.16095114,11.67897118,-0.00022336,0.07290455,-8.913002036,483.7015314,-9819.029335,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
55480_U1,119.8119493,140.7746745,161.7373996,182.7001248,203.6628499,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55480_U2,119.2818079,140.1517777,161.0217474,181.8917171,202.7616868,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55480_U3,119.8119493,140.7746745,161.7373996,182.7001248,203.6628499,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55480_U4,115.5708184,135.7915001,156.0121819,176.2328637,196.4535455,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55480_U5,115.040677,135.1686034,155.2965297,175.4244561,195.5523824,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55480_U6,112.3899702,132.0541194,151.7182687,171.3824179,191.0465672,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
55481_1,156.969,195.9705,234.972,273.9735,312.975,1200379.5,0.501538462,7.552920281,7.145426055,7.089500564,7.390790025,7.378231928,-1.21861E-08,1.05189E-05,-0.003242073,0.41823139,-11.49890484,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55481_2,155.043,193.32225,231.6015,269.88075,308.16,1128644.667,0.503125,7.714741653,7.378686903,7.280298742,7.561058822,7.541099335,-1.59391E-08,1.39662E-05,-0.004421272,0.596134573,-21.27309173,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55481_5,154.08,186.822,219.564,252.306,285.048,1589688.621,0.540540541,7.70625151,7.372170569,7.222560641,7.401493406,7.515415102,-1.94916E-08,1.65263E-05,-0.005073678,0.664217179,-23.65071298,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55481_6,154.08,187.06275,220.0455,253.02825,286.011,1598529.924,0.538720539,7.812573604,7.466113654,7.303700466,7.469046477,7.575705144,-1.86658E-08,1.58656E-05,-0.004879697,0.639042164,-22.31910389,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55482_CT-1,120.375,156.4875,192.6,228.7125,264.825,1400201.037,0.454545455,8.169784693,7.492657356,7.030817022,6.925561868,7.120944153,-4.83244E-09,3.87394E-06,-0.001019795,0.091768215,6.157672351,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55496_CT-01,47.187,55.854,64.521,73.188,81.855,1849.923,0.576470588,13.34680137,12.50528059,11.93668389,11.39211936,11.35676815,5.42067E-06,-0.001368743,0.129294571,-5.480789746,101.0151757,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55496_CT-02,50.076,55.854,61.632,67.41,73.188,1420.425,0.684210526,13.16618102,12.64939969,12.21707295,11.87139097,11.76259655,5.53471E-06,-0.001298609,0.11507882,-4.639196661,85.17098722,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55496_CT-03,50.076,55.61325,61.1505,66.68775,72.225,2154.231,0.693333333,13.13603104,12.63177039,12.24859246,11.94317496,11.69720437,1.10842E-06,-0.000301375,0.0316529,-1.565391686,43.02565333,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55496_CT-04,50.076,55.854,61.632,67.41,73.188,1608.21,0.684210526,13.06091874,12.53852401,12.13368505,11.85301138,11.62196471,-3.03358E-06,0.000718517,-0.061751672,2.206307475,-13.7226655,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55496_CT-05,50.076,55.61325,61.1505,66.68775,72.225,810.846,0.693333333,12.98209686,12.53399668,12.16369441,11.7240404,11.65398074,2.59765E-05,-0.006210682,0.554614708,-21.99478676,340.1761694,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55496_CT-06,44.298,54.4095,64.521,74.6325,84.744,1834.515,0.522727273,13.48413875,12.67965972,11.95345657,11.52315628,11.26463447,-1.36219E-06,0.000359096,-0.033896908,1.294989973,-3.334590479,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55499_GT-1,22.149,28.64925,35.1495,41.64975,48.15,10837.602,0.46,11.33571274,11.04909283,11.36699347,10.99756592,10.75307772,4.91064E-05,-0.007049773,0.36915754,-8.34963462,79.95437944,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55501_CTGDB1,65.484,126.87525,188.2665,249.65775,311.049,703606.32,0.210526316,10.09215449,7.997310324,7.126386446,7.118960265,7.682988035,2.00579E-10,-3.86043E-07,0.000289181,-0.079458985,14.16010859,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55501_CTGDB2,67.41,128.079,188.748,249.417,310.086,699053.256,0.217391304,10.18547287,8.072699673,7.250168735,7.259211159,7.693420761,1.60736E-10,-4.44183E-07,0.000329529,-0.086762327,14.66944633,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55501_CTGDB3,70.299,130.24575,190.1925,250.13925,310.086,669313.89,0.226708075,9.936051682,7.935192822,7.113966654,7.091051014,7.736782218,8.11966E-10,-8.15385E-07,0.000397167,-0.091266652,14.65267031,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55501_CTGDB4,71.262,131.69025,192.1185,252.54675,312.975,669379.374,0.227692308,10.02320317,7.929342081,7.167371302,7.158421265,7.732628134,1.27808E-09,-1.26494E-06,0.000544455,-0.110733011,15.57417165,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55502_1,155.043,191.1555,227.268,263.3805,299.493,1636087.887,0.517684887,7.8962601,7.637772593,7.428967911,7.349923075,7.340092178,-3.4452E-09,3.1665E-06,-0.001037003,0.138435989,1.549886594,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55502_2,152.154,187.54425,222.9345,258.32475,293.715,1611060.48,0.518032787,7.577012207,7.341484381,7.104877925,7.04082517,7.07288862,-6.64225E-09,6.10588E-06,-0.002025718,0.282724603,-6.491520132,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55502_3,154.08,190.43325,226.7865,263.13975,299.493,1651898.421,0.514469453,7.898587002,7.61829555,7.419725204,7.333872621,7.342259153,-1.18033E-09,1.09245E-06,-0.000334809,0.034429257,7.211441903,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55502_4,154.08,188.98875,223.8975,258.80625,293.715,1628251.956,0.524590164,7.829659103,7.577090386,7.377188413,7.302313963,7.304228675,-3.38373E-09,3.07769E-06,-0.000994078,0.130211468,2.015804692,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55503_1,158.895,195.72975,232.5645,269.39925,306.234,1947421.935,0.518867925,7.520193263,7.326046714,7.082803957,7.18165613,7.124540777,-2.01272E-08,1.85453E-05,-0.006253926,0.91071148,-40.85916699,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55503_2,156.969,195.0075,233.046,271.0845,309.123,1993153.842,0.507788162,7.572993426,7.29311339,7.077628843,7.172352703,7.101233299,-1.43665E-08,1.30436E-05,-0.004309803,0.609804855,-23.68278984,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55503_3,157.932,195.489,233.046,270.603,308.16,1992409.443,0.5125,7.579590573,7.340797818,7.123005816,7.226690564,7.121306323,-1.74035E-08,1.58614E-05,-0.005279631,0.756563008,-31.87290969,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55504_L1,43.335,48.6315,53.928,59.2245,64.521,1788.291,0.671641791,13.96263353,13.13620296,13.1114867,12.84717359,12.48585619,6.26829E-05,-0.014025511,1.16929652,-43.0840919,605.4994373,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55504_L2,42.372,47.42775,52.4835,57.53925,62.595,24770.286,0.676923077,14.56447797,13.8414132,13.29047561,13.19807882,12.58521847,-8.07013E-05,0.016495321,-1.252405532,41.76595603,-501.324205,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55505_BR1,43.335,49.113,54.891,60.669,66.447,2678.103,0.652173913,14.2707243,13.37671376,13.05158047,12.72519135,12.51683921,2.57731E-05,-0.005853603,0.497122139,-18.76404276,279.3275107,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55505_BR2,42.372,48.39075,54.4095,60.42825,66.447,3131.676,0.637681159,14.9016649,13.38678959,13.02589913,12.93809292,12.64678137,1.28375E-05,-0.003312763,0.316017888,-13.2570846,219.8917003,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55508_GT-1,22.149,28.64925,35.1495,41.64975,48.15,22156.704,0.46,10.60596841,10.95200746,11.092975,11.03748666,9.552399092,-2.89805E-05,0.003703067,-0.176752864,3.756662327,-19.15144209,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55510_GT-1,21.186,27.20475,33.2235,39.24225,45.261,9114.795,0.468085106,11.24901468,10.9132172,11.27917372,11.05352721,10.70082748,5.58161E-05,-0.0077344,0.391044863,-8.536491612,78.8875313,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55512_GT-1,19.26,25.27875,31.2975,37.31625,43.335,6664.923,0.444444444,11.85364272,11.73967831,11.78911066,11.50274911,11.01063795,1.99791E-05,-0.002642277,0.125310132,-2.543758564,30.49138789,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55513_GT-1,21.186,27.4455,33.705,39.9645,46.224,10778.859,0.458333333,11.37858317,10.91789815,10.92770027,10.92755615,10.47285884,9.72375E-07,-0.000445407,0.038244463,-1.195916798,23.58897647,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55514_CTG01,169.488,187.3035,205.119,222.9345,240.75,1241476.488,0.704,7.502262644,7.296115844,7.240245459,7.117925198,7.231256991,2.14595E-07,-0.000174812,0.053226004,-7.183647943,370.0970296,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55514_CTG02,172.377,188.2665,204.156,220.0455,235.935,1253483.172,0.730612245,7.424981574,7.320885503,7.257382913,7.145118058,7.180566526,1.86835E-07,-0.000150349,0.045216701,-6.028396296,308.1445741,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55516_CTG1,226.305,254.95425,283.6035,312.25275,340.902,2563139.097,0.663841808,7.554711353,7.306294706,7.514791416,7.647409526,7.523090372,2.17545E-08,-2.72084E-05,0.012586714,-2.550971298,198.5224801,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55516_CTG2,227.268,255.6765,284.085,312.4935,340.902,2502408.465,0.666666667,7.401418602,7.207575809,7.491847154,7.606053584,7.525909735,3.99122E-08,-4.77981E-05,0.021272073,-4.164882128,309.830674,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
55517_CT01,39.483,41.64975,43.8165,45.98325,48.15,19265.778,0.82,10.34622654,10.20286827,10.13998012,10.12404829,9.996388885,-0.000236621,0.039897203,-2.512638851,70.00599011,-717.3800127,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55517_CT02,39.483,41.409,43.335,45.261,47.187,19242.666,0.836734694,10.2054751,10.09663158,10.0160386,9.947879664,9.797028491,-0.000240154,0.04033432,-2.53514873,70.62820534,-725.3158041,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55517_CT03,40.446,42.372,44.298,46.224,48.15,21152.295,0.84,10.19465513,10.0989559,10.0464214,9.894415141,9.61388928,0.000343952,-0.062948155,4.301094969,-130.1279356,1481.77703,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55517_CT04,40.446,42.13125,43.8165,45.50175,47.187,19250.37,0.857142857,10.28543613,10.12153363,10.05308977,9.944195248,9.853579066,0.001005448,-0.177564671,11.74873709,-345.238211,3812.122773,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55517_CT05,41.409,43.09425,44.7795,46.46475,48.15,20194.11,0.86,10.21086912,10.10748157,10.02574562,9.971955635,9.874463112,-0.000402631,0.070980625,-4.685220936,137.1872049,-1492.903482,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
55518_CTG1,86.41304309,101.5321767,116.6513103,131.770444,146.8895776,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
