Year,Month,Day,Period,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4
2020,6,22,14,38.2,38.2,38.2,38.2,38.2,38.2,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,33.5,33.5,33.5,33.5
2020,6,22,15,38.2,38.2,38.2,38.2,38.2,38.2,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,33.7,33.7,33.7,33.7
2020,6,22,16,37.7,37.7,37.7,37.7,37.7,37.7,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,36.2,36.2,36.2,36.2
2020,6,22,17,39.2,39.2,39.2,39.2,39.2,39.2,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,35.8,35.8,35.8,35.8
2020,6,22,18,38.7,38.7,38.7,38.7,38.7,38.7,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,35.4,35.4,35.4,35.4
2020,6,22,19,38.7,38.7,38.7,38.7,38.7,38.7,49,49,49,49,49,49,49,49,49,49,34.4,34.4,34.4,34.4
2020,6,22,20,27.8,27.8,27.8,27.8,27.8,27.8,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,34,34,34,34
2020,6,22,21,25.5,25.5,25.5,25.5,25.5,25.5,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,40.9,40.9,40.9,40.9
2020,6,22,22,25,25,25,25,25,25,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,39.6,39.6,39.6,39.6
2020,6,22,23,25,25,25,25,25,25,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,20.8,20.8,20.8,20.8
2020,6,22,24,25.5,25.5,25.5,25.5,25.5,25.5,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,27,27,27,27
2020,6,23,1,26.4,26.4,26.4,26.4,26.4,26.4,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,30,30,30,30
2020,6,23,2,25.5,25.5,25.5,25.5,25.5,25.5,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,31.8,31.8,31.8,31.8
2020,6,23,3,26.4,26.4,26.4,26.4,26.4,26.4,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,28.1,28.1,28.1,28.1
2020,6,23,4,39.6,39.6,39.6,39.6,39.6,39.6,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,31.8,31.8,31.8,31.8
2020,6,23,5,38.7,38.7,38.7,38.7,38.7,38.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,31.7,31.7,31.7,31.7
2020,6,23,6,38.2,38.2,38.2,38.2,38.2,38.2,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,30.3,30.3,30.3,30.3
2020,6,23,7,38.2,38.2,38.2,38.2,38.2,38.2,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,38.6,38.6,38.6,38.6
2020,6,23,8,38.7,38.7,38.7,38.7,38.7,38.7,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,36.1,36.1,36.1,36.1
2020,6,23,9,38.7,38.7,38.7,38.7,38.7,38.7,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,33.1,33.1,33.1,33.1
2020,6,23,10,37.7,37.7,37.7,37.7,37.7,37.7,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,33.4,33.4,33.4,33.4
2020,6,23,11,38.7,38.7,38.7,38.7,38.7,38.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,39.8,39.8,39.8,39.8
2020,6,23,12,38.2,38.2,38.2,38.2,38.2,38.2,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,34.4,34.4,34.4,34.4
2020,6,23,13,38.2,38.2,38.2,38.2,38.2,38.2,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,44.4,44.4,44.4,44.4
2020,6,23,14,38.2,38.2,38.2,38.2,38.2,38.2,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,39.2,39.2,39.2,39.2
2020,6,23,15,38.7,38.7,38.7,38.7,38.7,38.7,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,38.6,38.6,38.6,38.6
2020,6,23,16,38.7,38.7,38.7,38.7,38.7,38.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,38.9,38.9,38.9,38.9
2020,6,23,17,38.7,38.7,38.7,38.7,38.7,38.7,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,39.3,39.3,39.3,39.3
2020,6,23,18,39.2,39.2,39.2,39.2,39.2,39.2,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,35.9,35.9,35.9,35.9
2020,6,23,19,35.4,35.4,35.4,35.4,35.4,35.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,35.1,35.1,35.1,35.1
2020,6,23,20,23.6,23.6,23.6,23.6,23.6,23.6,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,33.1,33.1,33.1,33.1
2020,6,23,21,13.7,13.7,13.7,13.7,13.7,13.7,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,35.9,35.9,35.9,35.9
2020,6,23,22,13.2,13.2,13.2,13.2,13.2,13.2,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,25.1,25.1,25.1,25.1
2020,6,23,23,12.7,12.7,12.7,12.7,12.7,12.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,26.6,26.6,26.6,26.6
2020,6,23,24,12.7,12.7,12.7,12.7,12.7,12.7,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,24.4,24.4,24.4,24.4
2020,6,24,1,12.7,12.7,12.7,12.7,12.7,12.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,18.8,18.8,18.8,18.8
2020,6,24,2,12.7,12.7,12.7,12.7,12.7,12.7,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,18.7,18.7,18.7,18.7
2020,6,24,3,25.9,25.9,25.9,25.9,25.9,25.9,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,21.9,21.9,21.9,21.9
2020,6,24,4,25.5,25.5,25.5,25.5,25.5,25.5,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.3,25.3,25.3,25.3
2020,6,24,5,39.2,39.2,39.2,39.2,39.2,39.2,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,23.8,23.8,23.8,23.8
2020,6,24,6,38.2,38.2,38.2,38.2,38.2,38.2,21,21,21,21,21,21,21,21,21,21,16,16,16,16
2020,6,24,7,38.2,38.2,38.2,38.2,38.2,38.2,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,15.6,15.6,15.6,15.6
2020,6,24,8,38.2,38.2,38.2,38.2,38.2,38.2,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,23.5,23.5,23.5,23.5
2020,6,24,9,38.2,38.2,38.2,38.2,38.2,38.2,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,38.4,38.4,38.4,38.4
2020,6,24,10,38.7,38.7,38.7,38.7,38.7,38.7,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,38.3,38.3,38.3,38.3
2020,6,24,11,38.2,38.2,38.2,38.2,38.2,38.2,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,35.9,35.9,35.9,35.9
2020,6,24,12,39.2,39.2,39.2,39.2,39.2,39.2,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,34.8,34.8,34.8,34.8
2020,6,24,13,38.7,38.7,38.7,38.7,38.7,38.7,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,44.4,44.4,44.4,44.4
2020,6,24,14,38.2,38.2,38.2,38.2,38.2,38.2,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,43.4,43.4,43.4,43.4
2020,6,24,15,39.2,39.2,39.2,39.2,39.2,39.2,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,44.3,44.3,44.3,44.3
2020,6,24,16,37.7,37.7,37.7,37.7,37.7,37.7,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,44.2,44.2,44.2,44.2
2020,6,24,17,38.7,38.7,38.7,38.7,38.7,38.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.9,45.9,45.9,45.9
2020,6,24,18,37.7,37.7,37.7,37.7,37.7,37.7,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,44.1,44.1,44.1,44.1
2020,6,24,19,37.7,37.7,37.7,37.7,37.7,37.7,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,35.6,35.6,35.6,35.6
2020,6,24,20,38.2,38.2,38.2,38.2,38.2,38.2,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,33.2,33.2,33.2,33.2
2020,6,24,21,37.7,37.7,37.7,37.7,37.7,37.7,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,35.7,35.7,35.7,35.7
2020,6,24,22,24.1,24.1,24.1,24.1,24.1,24.1,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,32.6,32.6,32.6,32.6
2020,6,24,23,12.7,12.7,12.7,12.7,12.7,12.7,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,24.4,24.4,24.4,24.4
2020,6,24,24,12.7,12.7,12.7,12.7,12.7,12.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,24.6,24.6,24.6,24.6
2020,6,25,1,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,24.7,24.7,24.7,24.7
2020,6,25,2,12.7,12.7,12.7,12.7,12.7,12.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,18.1,18.1,18.1,18.1
2020,6,25,3,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,21,21,21,21
2020,6,25,4,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,23.7,23.7,23.7,23.7
2020,6,25,5,26.4,26.4,26.4,26.4,26.4,26.4,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,22.5,22.5,22.5,22.5
2020,6,25,6,38.2,38.2,38.2,38.2,38.2,38.2,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.9,15.9,15.9,15.9
2020,6,25,7,38.2,38.2,38.2,38.2,38.2,38.2,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,35,35,35,35
2020,6,25,8,38.7,38.7,38.7,38.7,38.7,38.7,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,28.6,28.6,28.6,28.6
2020,6,25,9,37.3,37.3,37.3,37.3,37.3,37.3,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,26.3,26.3,26.3,26.3
2020,6,25,10,38.7,38.7,38.7,38.7,38.7,38.7,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,27.5,27.5,27.5,27.5
2020,6,25,11,38.2,38.2,38.2,38.2,38.2,38.2,42,42,42,42,42,42,42,42,42,42,34.7,34.7,34.7,34.7
2020,6,25,12,38.7,38.7,38.7,38.7,38.7,38.7,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,34.8,34.8,34.8,34.8
2020,6,25,13,38.2,38.2,38.2,38.2,38.2,38.2,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,38.6,38.6,38.6,38.6
2020,6,25,14,38.2,38.2,38.2,38.2,38.2,38.2,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,36,36,36,36
2020,6,25,15,38.7,38.7,38.7,38.7,38.7,38.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,36.5,36.5,36.5,36.5
2020,6,25,16,37.7,37.7,37.7,37.7,37.7,37.7,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,37.6,37.6,37.6,37.6
2020,6,25,17,38.7,38.7,38.7,38.7,38.7,38.7,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,35.8,35.8,35.8,35.8
2020,6,25,18,38.2,38.2,38.2,38.2,38.2,38.2,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,37.4,37.4,37.4,37.4
2020,6,25,19,38.2,38.2,38.2,38.2,38.2,38.2,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,32.4,32.4,32.4,32.4
2020,6,25,20,37.3,37.3,37.3,37.3,37.3,37.3,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,30.6,30.6,30.6,30.6
2020,6,25,21,25.9,25.9,25.9,25.9,25.9,25.9,28,28,28,28,28,28,28,28,28,28,30.2,30.2,30.2,30.2
2020,6,25,22,16.5,16.5,16.5,16.5,16.5,16.5,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,27.1,27.1,27.1,27.1
2020,6,25,23,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,26.7,26.7,26.7,26.7
2020,6,25,24,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,26.5,26.5,26.5,26.5
2020,6,26,1,13.7,13.7,13.7,13.7,13.7,13.7,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,15.7,15.7,15.7,15.7
2020,6,26,2,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,16.3,16.3,16.3,16.3
2020,6,26,3,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,13.8,13.8,13.8,13.8
2020,6,26,4,13.2,13.2,13.2,13.2,13.2,13.2,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,16.4,16.4,16.4,16.4
2020,6,26,5,23.6,23.6,23.6,23.6,23.6,23.6,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.7,9.7,9.7,9.7
2020,6,26,6,25.9,25.9,25.9,25.9,25.9,25.9,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,24.4,24.4,24.4,24.4
2020,6,26,7,38.7,38.7,38.7,38.7,38.7,38.7,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,39.5,39.5,39.5,39.5
2020,6,26,8,37.7,37.7,37.7,37.7,37.7,37.7,37,37,37,37,37,37,37,37,37,37,42.2,42.2,42.2,42.2
2020,6,26,9,26.9,26.9,26.9,26.9,26.9,26.9,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,40.1,40.1,40.1,40.1
2020,6,26,10,39.6,39.6,39.6,39.6,39.6,39.6,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,22,22,22,22
2020,6,26,11,38.2,38.2,38.2,38.2,38.2,38.2,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,26,26,26,26
2020,6,26,12,38.2,38.2,38.2,38.2,38.2,38.2,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,14.1,14.1,14.1,14.1
2020,6,26,13,38.2,38.2,38.2,38.2,38.2,38.2,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,40.4,40.4,40.4,40.4
2020,6,26,14,38.2,38.2,38.2,38.2,38.2,38.2,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,41.2,41.2,41.2,41.2
2020,6,26,15,38.2,38.2,38.2,38.2,38.2,38.2,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,42.2,42.2,42.2,42.2
2020,6,26,16,38.2,38.2,38.2,38.2,38.2,38.2,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,42.3,42.3,42.3,42.3
2020,6,26,17,38.2,38.2,38.2,38.2,38.2,38.2,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,42,42,42,42
2020,6,26,18,38.2,38.2,38.2,38.2,38.2,38.2,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,40,40,40,40
2020,6,26,19,38.2,38.2,38.2,38.2,38.2,38.2,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,36.9,36.9,36.9,36.9
2020,6,26,20,38.2,38.2,38.2,38.2,38.2,38.2,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.1,38.1,38.1,38.1
2020,6,26,21,38.2,38.2,38.2,38.2,38.2,38.2,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,43.5,43.5,43.5,43.5
2020,6,26,22,38.2,38.2,38.2,38.2,38.2,38.2,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,42.7,42.7,42.7,42.7
2020,6,26,23,38.2,38.2,38.2,38.2,38.2,38.2,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,34.5,34.5,34.5,34.5
2020,6,26,24,28.8,28.8,28.8,28.8,28.8,28.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,32.3,32.3,32.3,32.3
2020,6,27,1,25.9,25.9,25.9,25.9,25.9,25.9,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,30.5,30.5,30.5,30.5
2020,6,27,2,25.5,25.5,25.5,25.5,25.5,25.5,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,27.6,27.6,27.6,27.6
2020,6,27,3,25,25,25,25,25,25,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,31.8,31.8,31.8,31.8
2020,6,27,4,25.5,25.5,25.5,25.5,25.5,25.5,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,20.5,20.5,20.5,20.5
2020,6,27,5,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,21,21,21,21
2020,6,27,6,25.5,25.5,25.5,25.5,25.5,25.5,28,28,28,28,28,28,28,28,28,28,13.3,13.3,13.3,13.3
2020,6,27,7,25.5,25.5,25.5,25.5,25.5,25.5,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,20.7,20.7,20.7,20.7
2020,6,27,8,25.9,25.9,25.9,25.9,25.9,25.9,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,25.6,25.6,25.6,25.6
2020,6,27,9,25.9,25.9,25.9,25.9,25.9,25.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,20.7,20.7,20.7,20.7
2020,6,27,10,26.4,26.4,26.4,26.4,26.4,26.4,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,24.2,24.2,24.2,24.2
2020,6,27,11,25.5,25.5,25.5,25.5,25.5,25.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,39.2,39.2,39.2,39.2
2020,6,27,12,25.9,25.9,25.9,25.9,25.9,25.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,26,26,26,26
2020,6,27,13,26.4,26.4,26.4,26.4,26.4,26.4,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,35.2,35.2,35.2,35.2
2020,6,27,14,25.9,25.9,25.9,25.9,25.9,25.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,38.9,38.9,38.9,38.9
2020,6,27,15,25.9,25.9,25.9,25.9,25.9,25.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,35.5,35.5,35.5,35.5
2020,6,27,16,25.9,25.9,25.9,25.9,25.9,25.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,42.3,42.3,42.3,42.3
2020,6,27,17,25.9,25.9,25.9,25.9,25.9,25.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,38.3,38.3,38.3,38.3
2020,6,27,18,25,25,25,25,25,25,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,34.8,34.8,34.8,34.8
2020,6,27,19,25.9,25.9,25.9,25.9,25.9,25.9,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,33.8,33.8,33.8,33.8
2020,6,27,20,25.9,25.9,25.9,25.9,25.9,25.9,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,32,32,32,32
2020,6,27,21,25.5,25.5,25.5,25.5,25.5,25.5,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,33.9,33.9,33.9,33.9
2020,6,27,22,25.9,25.9,25.9,25.9,25.9,25.9,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,31.8,31.8,31.8,31.8
2020,6,27,23,25.9,25.9,25.9,25.9,25.9,25.9,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,27.2,27.2,27.2,27.2
2020,6,27,24,25.9,25.9,25.9,25.9,25.9,25.9,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,36.4,36.4,36.4,36.4
2020,6,28,1,13.7,13.7,13.7,13.7,13.7,13.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,26.9,26.9,26.9,26.9
2020,6,28,2,13.7,13.7,13.7,13.7,13.7,13.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,27.7,27.7,27.7,27.7
2020,6,28,3,13.7,13.7,13.7,13.7,13.7,13.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,31.4,31.4,31.4,31.4
2020,6,28,4,25.9,25.9,25.9,25.9,25.9,25.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,29.7,29.7,29.7,29.7
2020,6,28,5,39.2,39.2,39.2,39.2,39.2,39.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,31.4,31.4,31.4,31.4
2020,6,28,6,38.2,38.2,38.2,38.2,38.2,38.2,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,20.7,20.7,20.7,20.7
2020,6,28,7,39.2,39.2,39.2,39.2,39.2,39.2,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,28.4,28.4,28.4,28.4
2020,6,28,8,39.2,39.2,39.2,39.2,39.2,39.2,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,28.3,28.3,28.3,28.3
2020,6,28,9,38.2,38.2,38.2,38.2,38.2,38.2,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,36.3,36.3,36.3,36.3
2020,6,28,10,37.7,37.7,37.7,37.7,37.7,37.7,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,37.6,37.6,37.6,37.6
2020,6,28,11,38.7,38.7,38.7,38.7,38.7,38.7,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,31.2,31.2,31.2,31.2
2020,6,28,12,38.7,38.7,38.7,38.7,38.7,38.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,31,31,31,31
2020,6,28,13,38.2,38.2,38.2,38.2,38.2,38.2,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,38.3,38.3,38.3,38.3
2020,6,28,14,38.2,38.2,38.2,38.2,38.2,38.2,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,36.8,36.8,36.8,36.8
2020,6,28,15,38.2,38.2,38.2,38.2,38.2,38.2,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,42.1,42.1,42.1,42.1
2020,6,28,16,38.2,38.2,38.2,38.2,38.2,38.2,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,42.3,42.3,42.3,42.3
2020,6,28,17,39.2,39.2,39.2,39.2,39.2,39.2,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,40.6,40.6,40.6,40.6
2020,6,28,18,38.2,38.2,38.2,38.2,38.2,38.2,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,35,35,35,35
2020,6,28,19,38.2,38.2,38.2,38.2,38.2,38.2,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,34.3,34.3,34.3,34.3
2020,6,28,20,37.7,37.7,37.7,37.7,37.7,37.7,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,37,37,37,37
2020,6,28,21,24.5,24.5,24.5,24.5,24.5,24.5,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,38,38,38,38
2020,6,28,22,13.2,13.2,13.2,13.2,13.2,13.2,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,34.2,34.2,34.2,34.2
2020,6,28,23,12.7,12.7,12.7,12.7,12.7,12.7,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,25.1,25.1,25.1,25.1
2020,6,28,24,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,24.2,24.2,24.2,24.2
2020,6,29,1,24.5,24.5,24.5,24.5,24.5,24.5,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.9,25.9,25.9,25.9
2020,6,29,2,26.4,26.4,26.4,26.4,26.4,26.4,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,27.9,27.9,27.9,27.9
2020,6,29,3,38.2,38.2,38.2,38.2,38.2,38.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,29.6,29.6,29.6,29.6
